04/12/21,Nuke,17,19,L
04/12/21,Mirage,13,16,L
04/12/21,Inferno,16,7,W
03/12/21,Nuke,12,16,L
03/12/21,Mirage,12,16,L
03/12/21,Inferno,16,9,W
02/12/21,Mirage,19,17,W
26/11/21,Inferno,9,16,L
26/11/21,Dust2,11,16,L
24/11/21,Nuke,11,16,L
24/11/21,Dust2,4,16,L
20/11/21,Dust2,12,16,L
20/11/21,Ancient,5,16,L
18/11/21,Dust2,16,11,W
18/11/21,Mirage,19,17,W
17/11/21,Mirage,16,10,W
14/11/21,Ancient,10,16,L
14/11/21,Vertigo,12,16,L
14/11/21,Inferno,3,16,L
13/11/21,Nuke,16,8,W
13/11/21,Dust2,16,10,W
13/11/21,Inferno,16,19,L
11/11/21,Dust2,16,13,W
11/11/21,Mirage,16,4,W
10/11/21,Vertigo,16,14,W
10/11/21,Overpass,16,19,L
10/11/21,Mirage,16,12,W
29/10/21,Nuke,12,16,L
29/10/21,Inferno,12,16,L
29/10/21,Dust2,16,10,W
28/10/21,Nuke,10,16,L
28/10/21,Mirage,8,16,L
28/10/21,Dust2,16,10,W
27/10/21,Inferno,16,9,W
26/10/21,Nuke,11,16,L
26/10/21,Nuke,16,13,W
20/10/21,Tuscan,12,12,T
20/10/21,Cobblestone,9,13,L
20/10/21,Cache,12,12,T
20/10/21,Tuscan,8,13,L
13/10/21,Nuke,7,16,L
13/10/21,Inferno,9,16,L
06/10/21,Overpass,4,16,L
06/10/21,Mirage,9,16,L
05/10/21,Vertigo,16,9,W
05/10/21,Nuke,19,17,W
03/10/21,Vertigo,4,1,W
03/10/21,Vertigo,4,2,W
03/10/21,Vertigo,9,16,L
02/10/21,Mirage,16,14,W
01/10/21,Overpass,16,7,W
30/09/21,Nuke,8,16,L
29/09/21,Mirage,10,16,L
22/09/21,Inferno,5,16,L
22/09/21,Mirage,13,16,L
22/09/21,Dust2,16,14,W
22/09/21,Inferno,19,17,W
22/09/21,Dust2,16,12,W
21/09/21,Nuke,16,9,W
21/09/21,Mirage,16,4,W
20/09/21,Inferno,6,16,L
20/09/21,Dust2,9,16,L
07/09/21,Inferno,12,16,L
07/09/21,Dust2,20,22,L
31/08/21,Mirage,12,16,L
31/08/21,Dust2,16,7,W
31/08/21,Nuke,12,16,L
30/08/21,Inferno,9,16,L
30/08/21,Dust2,7,16,L
29/08/21,Mirage,16,7,W
29/08/21,Dust2,16,11,W
28/08/21,Nuke,18,22,L
28/08/21,Dust2,16,7,W
28/08/21,Overpass,10,16,L
27/08/21,Dust2,16,8,W
27/08/21,Nuke,16,9,W
11/07/21,Inferno,16,19,L
11/07/21,Dust2,15,19,L
10/07/21,Nuke,16,13,W
10/07/21,Vertigo,16,11,W
09/07/21,Inferno,4,16,L
09/07/21,Mirage,1,16,L
09/07/21,Dust2,16,8,W
08/07/21,Inferno,16,12,W
08/07/21,Dust2,16,13,W
06/07/21,Mirage,19,17,W
06/07/21,Dust2,16,9,W
06/07/21,Dust2,16,8,W
02/07/21,Mirage,11,16,L
02/07/21,Vertigo,6,16,L
02/07/21,Overpass,19,16,W
27/06/21,Vertigo,22,20,W
27/06/21,Inferno,19,16,W
27/06/21,Mirage,14,16,L
26/06/21,Vertigo,16,12,W
26/06/21,Nuke,16,14,W
26/06/21,Mirage,16,19,L
24/06/21,Vertigo,16,11,W
24/06/21,Inferno,16,14,W
24/06/21,Mirage,14,16,L
24/06/21,Dust2,14,16,L
24/06/21,Vertigo,14,16,L
24/06/21,Inferno,16,11,W
24/06/21,Overpass,19,16,W
24/06/21,Nuke,8,16,L
24/06/21,Inferno,16,9,W
23/06/21,Vertigo,14,16,L
23/06/21,Ancient,6,16,L
23/06/21,Mirage,16,11,W
22/06/21,Mirage,16,11,W
22/06/21,Vertigo,16,11,W
22/06/21,Inferno,10,16,L
18/06/21,Inferno,12,16,L
18/06/21,Dust2,10,16,L
17/06/21,Inferno,14,16,L
17/06/21,Dust2,2,16,L
16/06/21,Vertigo,16,10,W
16/06/21,Mirage,7,16,L
16/06/21,Dust2,16,11,W
14/06/21,Dust2,16,11,W
14/06/21,Vertigo,16,2,W
08/06/21,Dust2,16,7,W
08/06/21,Ancient,13,16,L
08/06/21,Vertigo,16,13,W
07/06/21,Dust2,16,7,W
07/06/21,Overpass,16,5,W
03/06/21,Overpass,9,16,L
03/06/21,Dust2,16,9,W
03/06/21,Mirage,17,19,L
02/06/21,Mirage,9,16,L
02/06/21,Nuke,16,13,W
02/06/21,Dust2,14,16,L
02/06/21,Vertigo,16,11,W
02/06/21,Mirage,16,10,W
01/06/21,Nuke,16,12,W
01/06/21,Dust2,16,8,W
01/06/21,Train,16,10,W
01/06/21,Dust2,16,8,W
30/05/21,Vertigo,16,11,W
30/05/21,Dust2,16,13,W
30/05/21,Nuke,12,16,L
26/05/21,Train,14,16,L
26/05/21,Overpass,6,16,L
26/05/21,Dust2,16,10,W
25/05/21,Dust2,16,12,W
25/05/21,Nuke,8,16,L
25/05/21,Vertigo,16,9,W
22/05/21,Vertigo,19,17,W
22/05/21,Dust2,17,19,L
22/05/21,Train,16,8,W
19/05/21,Nuke,11,16,L
19/05/21,Mirage,5,16,L
18/05/21,Vertigo,14,16,L
18/05/21,Nuke,13,16,L
18/05/21,Dust2,16,8,W
11/05/21,Dust2,16,8,W
11/05/21,Nuke,16,14,W
05/05/21,Mirage,16,9,W
05/05/21,Train,12,16,L
05/05/21,Dust2,16,2,W
04/05/21,Dust2,16,10,W
04/05/21,Mirage,11,16,L
04/05/21,Overpass,19,17,W
01/05/21,Nuke,7,16,L
01/05/21,Mirage,11,16,L
30/04/21,Nuke,12,16,L
30/04/21,Mirage,10,16,L
29/04/21,Vertigo,16,6,W
27/04/21,Dust2,12,16,L
27/04/21,Nuke,13,16,L
27/04/21,Vertigo,4,16,L
27/04/21,Mirage,16,12,W
27/04/21,Train,13,16,L
26/04/21,Overpass,16,14,W
26/04/21,Vertigo,16,14,W
26/04/21,Train,16,13,W
26/04/21,Dust2,14,16,L
25/04/21,Nuke,16,12,W
25/04/21,Dust2,16,12,W
24/04/21,Train,16,11,W
24/04/21,Mirage,16,5,W
23/04/21,Dust2,19,16,W
23/04/21,Mirage,19,16,W
22/04/21,Nuke,16,13,W
22/04/21,Dust2,16,13,W
20/04/21,Nuke,8,16,L
20/04/21,Dust2,16,10,W
20/04/21,Train,6,16,L
03/04/21,Dust2,9,16,L
03/04/21,Overpass,11,16,L
28/03/21,Vertigo,16,8,W
28/03/21,Inferno,10,16,L
28/03/21,Dust2,16,10,W
12/03/21,Dust2,13,16,L
12/03/21,Inferno,15,19,L
11/03/21,Nuke,14,16,L
11/03/21,Mirage,16,10,W
11/03/21,Inferno,17,19,L
10/03/21,Dust2,16,7,W
10/03/21,Mirage,16,12,W
09/03/21,Vertigo,10,16,L
09/03/21,Mirage,16,7,W
09/03/21,Nuke,12,16,L
08/03/21,Inferno,6,16,L
08/03/21,Nuke,14,16,L
08/03/21,Overpass,16,14,W
19/02/21,Mirage,12,16,L
19/02/21,Inferno,10,16,L
18/02/21,Nuke,14,16,L
18/02/21,Inferno,12,16,L
17/02/21,Nuke,16,7,W
17/02/21,Dust2,16,3,W
16/02/21,Mirage,13,16,L
16/02/21,Overpass,11,16,L
16/02/21,Inferno,16,6,W
06/02/21,Overpass,16,14,W
06/02/21,Vertigo,16,2,W
06/02/21,Inferno,16,8,W
06/02/21,Vertigo,16,14,W
05/02/21,Mirage,12,16,L
05/02/21,Overpass,19,22,L
04/02/21,Dust2,16,13,W
04/02/21,Inferno,16,12,W
30/01/21,Dust2,17,19,L
30/01/21,Nuke,12,16,L
30/01/21,Inferno,16,14,W
28/01/21,Nuke,16,7,W
28/01/21,Dust2,16,6,W
28/01/21,Inferno,13,16,L
27/01/21,Mirage,16,7,W
27/01/21,Inferno,16,13,W
17/01/21,Nuke,10,16,L
17/01/21,Dust2,22,25,L
17/01/21,Vertigo,19,16,W
17/01/21,Nuke,16,2,W
17/01/21,Vertigo,16,14,W
19/12/20,Nuke,14,16,L
19/12/20,Inferno,11,16,L
16/12/20,Dust2,16,10,W
16/12/20,Vertigo,22,19,W
15/12/20,Nuke,16,13,W
15/12/20,Inferno,7,16,L
15/12/20,Vertigo,19,17,W
13/12/20,Dust2,6,16,L
13/12/20,Nuke,14,16,L
12/12/20,Dust2,2,16,L
12/12/20,Inferno,1,16,L
12/12/20,Vertigo,16,9,W
10/12/20,Mirage,16,13,W
10/12/20,Dust2,14,16,L
10/12/20,Inferno,16,12,W
09/12/20,Inferno,16,14,W
09/12/20,Dust2,16,12,W
04/12/20,Dust2,17,19,L
04/12/20,Inferno,10,16,L
03/12/20,Overpass,11,16,L
03/12/20,Vertigo,16,6,W
03/12/20,Mirage,9,16,L
30/11/20,Nuke,16,13,W
30/11/20,Mirage,16,10,W
30/11/20,Dust2,13,16,L
28/11/20,Mirage,16,9,W
28/11/20,Inferno,16,10,W
27/11/20,Dust2,16,5,W
27/11/20,Overpass,16,6,W
21/11/20,Vertigo,16,14,W
21/11/20,Dust2,10,16,L
21/11/20,Nuke,16,13,W
20/11/20,Overpass,14,16,L
20/11/20,Nuke,6,16,L
16/11/20,Mirage,16,6,W
16/11/20,Nuke,7,16,L
16/11/20,Vertigo,19,17,W
15/11/20,Mirage,16,14,W
15/11/20,Nuke,19,17,W
13/11/20,Inferno,4,16,L
13/11/20,Dust2,14,16,L
13/11/20,Nuke,16,11,W
13/11/20,Inferno,16,14,W
13/11/20,Dust2,16,7,W
10/11/20,Dust2,16,2,W
10/11/20,Vertigo,13,16,L
10/11/20,Mirage,16,2,W
31/10/20,Inferno,12,16,L
31/10/20,Nuke,16,14,W
31/10/20,Dust2,12,16,L
31/10/20,Dust2,16,5,W
31/10/20,Vertigo,16,14,W
30/10/20,Overpass,11,16,L
30/10/20,Dust2,10,16,L
29/10/20,Dust2,16,9,W
29/10/20,Nuke,9,16,L
29/10/20,Mirage,19,17,W
24/10/20,Mirage,16,8,W
24/10/20,Inferno,16,8,W
23/10/20,Nuke,5,16,L
23/10/20,Mirage,16,8,W
23/10/20,Vertigo,5,16,L
22/10/20,Dust2,11,16,L
22/10/20,Inferno,11,16,L
19/10/20,Overpass,16,10,W
19/10/20,Dust2,16,13,W
19/10/20,Inferno,13,16,L
16/10/20,Inferno,19,15,W
16/10/20,Overpass,16,12,W
16/10/20,Mirage,17,19,L
15/10/20,Nuke,16,7,W
15/10/20,Mirage,19,16,W
09/10/20,Nuke,11,16,L
09/10/20,Mirage,9,16,L
07/10/20,Nuke,16,11,W
07/10/20,Vertigo,14,16,L
07/10/20,Mirage,16,14,W
06/10/20,Dust2,9,16,L
06/10/20,Inferno,15,19,L
02/10/20,Inferno,9,16,L
02/10/20,Dust2,16,11,W
02/10/20,Nuke,12,16,L
01/10/20,Inferno,8,16,L
01/10/20,Vertigo,2,16,L
29/09/20,Nuke,16,9,W
29/09/20,Inferno,16,9,W
19/09/20,Inferno,16,12,W
19/09/20,Nuke,10,16,L
19/09/20,Dust2,16,14,W
16/09/20,Nuke,16,7,W
16/09/20,Mirage,22,19,W
16/09/20,Vertigo,15,19,L
12/09/20,Nuke,16,4,W
12/09/20,Dust2,16,11,W
12/09/20,Vertigo,14,16,L
10/09/20,Nuke,14,16,L
10/09/20,Overpass,7,16,L
10/09/20,Mirage,16,14,W
06/09/20,Nuke,17,19,L
06/09/20,Dust2,11,16,L
04/09/20,Dust2,16,14,W
04/09/20,Inferno,16,11,W
01/09/20,Dust2,16,7,W
01/09/20,Vertigo,16,14,W
20/08/20,Mirage,7,16,L
