04/12/21,Inferno,12,16,L
04/12/21,Mirage,6,16,L
03/12/21,Mirage,16,10,W
03/12/21,Nuke,16,1,W
02/12/21,Dust2,14,16,L
02/12/21,Vertigo,13,16,L
02/12/21,Mirage,16,12,W
27/11/21,Inferno,12,16,L
27/11/21,Nuke,13,16,L
27/11/21,Overpass,16,12,W
26/11/21,Overpass,16,11,W
26/11/21,Mirage,16,4,W
26/11/21,Inferno,13,16,L
24/11/21,Dust2,7,16,L
24/11/21,Mirage,10,16,L
01/11/21,Mirage,19,22,L
01/11/21,Inferno,8,16,L
31/10/21,Inferno,9,16,L
30/10/21,Dust2,16,8,W
30/10/21,Vertigo,9,16,L
17/10/21,Inferno,16,13,W
17/10/21,Nuke,16,9,W
16/10/21,Overpass,16,12,W
16/10/21,Vertigo,9,16,L
16/10/21,Inferno,16,14,W
14/10/21,Inferno,16,6,W
14/10/21,Nuke,16,3,W
10/10/21,Vertigo,16,4,W
10/10/21,Nuke,7,16,L
10/10/21,Overpass,16,9,W
09/10/21,Nuke,8,16,L
09/10/21,Inferno,14,16,L
07/10/21,Inferno,16,8,W
06/10/21,Vertigo,16,4,W
06/10/21,Mirage,19,16,W
06/10/21,Vertigo,16,4,W
05/10/21,Inferno,16,9,W
18/09/21,Dust2,13,16,L
18/09/21,Nuke,11,16,L
18/09/21,Vertigo,16,9,W
17/09/21,Vertigo,16,7,W
17/09/21,Mirage,16,6,W
16/09/21,Mirage,11,16,L
16/09/21,Vertigo,16,8,W
16/09/21,Inferno,6,16,L
10/09/21,Inferno,16,19,L
10/09/21,Nuke,12,16,L
10/09/21,Overpass,16,12,W
08/09/21,Dust2,25,21,W
08/09/21,Nuke,16,4,W
05/09/21,Mirage,19,17,W
05/09/21,Nuke,10,16,L
05/09/21,Inferno,16,4,W
04/09/21,Inferno,16,11,W
04/09/21,Mirage,16,8,W
03/09/21,Overpass,16,12,W
03/09/21,Vertigo,16,12,W
02/09/21,Mirage,12,16,L
02/09/21,Vertigo,16,19,L
02/09/21,Inferno,16,12,W
01/09/21,Dust2,16,10,W
01/09/21,Inferno,16,9,W
10/07/21,Nuke,13,16,L
10/07/21,Vertigo,11,16,L
09/07/21,Inferno,28,25,W
09/07/21,Dust2,12,16,L
09/07/21,Nuke,16,9,W
08/07/21,Mirage,2,16,L
08/07/21,Dust2,6,16,L
08/07/21,Overpass,19,17,W
30/05/21,Mirage,16,5,W
30/05/21,Inferno,14,16,L
30/05/21,Nuke,16,11,W
30/05/21,Overpass,16,7,W
28/05/21,Inferno,16,14,W
28/05/21,Overpass,19,22,L
28/05/21,Nuke,22,18,W
27/05/21,Dust2,16,13,W
27/05/21,Nuke,16,7,W
25/05/21,Vertigo,16,12,W
25/05/21,Mirage,16,19,L
25/05/21,Inferno,16,7,W
23/05/21,Inferno,14,16,L
23/05/21,Vertigo,16,11,W
23/05/21,Nuke,12,16,L
22/05/21,Overpass,16,12,W
22/05/21,Inferno,13,16,L
22/05/21,Mirage,16,9,W
13/04/21,Vertigo,13,16,L
13/04/21,Nuke,5,16,L
02/04/21,Inferno,14,16,L
02/04/21,Vertigo,12,16,L
02/04/21,Dust2,16,11,W
29/03/21,Vertigo,16,13,W
29/03/21,Dust2,16,13,W
28/03/21,Overpass,16,10,W
28/03/21,Inferno,16,11,W
27/03/21,Vertigo,16,9,W
27/03/21,Inferno,16,12,W
26/03/21,Dust2,15,19,L
26/03/21,Overpass,17,19,L
25/03/21,Vertigo,16,7,W
25/03/21,Overpass,16,11,W
13/03/21,Inferno,8,16,L
13/03/21,Overpass,16,4,W
13/03/21,Dust2,10,16,L
11/03/21,Inferno,16,11,W
11/03/21,Nuke,16,9,W
10/03/21,Mirage,16,5,W
10/03/21,Nuke,16,12,W
27/02/21,Mirage,12,16,L
27/02/21,Dust2,9,16,L
21/02/21,Inferno,22,19,W
21/02/21,Dust2,7,16,L
21/02/21,Overpass,16,14,W
20/02/21,Mirage,16,12,W
20/02/21,Vertigo,16,10,W
20/02/21,Nuke,16,19,L
18/02/21,Nuke,16,6,W
18/02/21,Mirage,16,11,W
16/02/21,Nuke,16,14,W
16/02/21,Overpass,7,16,L
16/02/21,Mirage,16,7,W
16/02/21,Vertigo,16,12,W
14/02/21,Inferno,6,16,L
14/02/21,Nuke,20,22,L
13/02/21,Inferno,16,9,W
13/02/21,Vertigo,16,6,W
12/02/21,Nuke,1,16,L
12/02/21,Dust2,11,16,L
23/01/21,Nuke,14,16,L
23/01/21,Inferno,13,16,L
22/01/21,Dust2,16,8,W
22/01/21,Inferno,16,12,W
21/01/21,Vertigo,11,16,L
21/01/21,Nuke,14,16,L
20/01/21,Nuke,16,14,W
20/01/21,Inferno,16,6,W
20/12/20,Dust2,10,16,L
20/12/20,Overpass,11,16,L
20/12/20,Inferno,11,16,L
19/12/20,Nuke,16,14,W
19/12/20,Inferno,16,11,W
18/12/20,Inferno,16,3,W
18/12/20,Overpass,16,14,W
17/12/20,Nuke,10,16,L
17/12/20,Mirage,16,19,L
16/12/20,Nuke,16,14,W
16/12/20,Inferno,16,11,W
02/12/20,Inferno,7,16,L
02/12/20,Vertigo,14,16,L
30/11/20,Dust2,12,16,L
30/11/20,Inferno,13,16,L
29/11/20,Mirage,9,16,L
29/11/20,Inferno,6,16,L
29/11/20,Overpass,16,13,W
28/11/20,Dust2,16,2,W
28/11/20,Nuke,16,11,W
26/11/20,Vertigo,16,13,W
26/11/20,Mirage,16,14,W
26/11/20,Overpass,12,16,L
20/11/20,Nuke,14,16,L
20/11/20,Dust2,16,8,W
20/11/20,Inferno,12,16,L
08/11/20,Dust2,16,2,W
08/11/20,Nuke,16,8,W
06/11/20,Mirage,16,13,W
06/11/20,Nuke,16,7,W
16/10/20,Dust2,16,6,W
16/10/20,Inferno,16,13,W
15/10/20,Vertigo,13,16,L
15/10/20,Mirage,16,19,L
15/10/20,Inferno,22,19,W
13/10/20,Overpass,16,10,W
13/10/20,Inferno,16,10,W
11/10/20,Inferno,11,16,L
11/10/20,Vertigo,11,16,L
11/10/20,Nuke,16,7,W
09/10/20,Dust2,16,14,W
09/10/20,Nuke,16,12,W
08/10/20,Inferno,16,6,W
08/10/20,Mirage,16,3,W
07/10/20,Overpass,16,6,W
07/10/20,Dust2,16,8,W
25/09/20,Inferno,9,16,L
25/09/20,Mirage,13,16,L
25/09/20,Vertigo,16,13,W
22/09/20,Inferno,12,16,L
22/09/20,Mirage,9,16,L
20/09/20,Mirage,19,17,W
20/09/20,Nuke,16,10,W
19/09/20,Nuke,16,12,W
19/09/20,Overpass,16,13,W
19/09/20,Inferno,11,16,L
18/09/20,Overpass,19,17,W
18/09/20,Inferno,16,7,W
18/09/20,Dust2,11,16,L
13/09/20,Vertigo,8,16,L
13/09/20,Nuke,8,16,L
06/09/20,Inferno,16,14,W
06/09/20,Nuke,16,8,W
06/09/20,Vertigo,3,16,L
01/09/20,Mirage,16,10,W
01/09/20,Overpass,16,10,W
01/09/20,Nuke,10,16,L
29/08/20,Dust2,12,16,L
29/08/20,Mirage,16,6,W
29/08/20,Inferno,12,16,L
29/08/20,Vertigo,16,9,W
29/08/20,Nuke,16,19,L
28/08/20,Mirage,16,8,W
28/08/20,Inferno,16,13,W
26/08/20,Vertigo,16,11,W
26/08/20,Overpass,19,15,W
21/08/20,Nuke,9,16,L
21/08/20,Mirage,7,16,L
